value,n
alfred_bester_paul_reinman_bruno_heller,1
alfred_bester_paul_reinman_steve_orlando,1
alfred_duca,1
alfred_protocol,1
alfred_protocol_the_dark_knights_formerly_justice_league,1
alfred_the_cat,1
alfredo_alcala,1
algernon_stark_father_deceased,1
algon,1
algon_the_ancient_element_man,1
ali,1
ali_ka_zoom_alternate_spelling,1
alia,1
alia_mayeux_keralis,1
alia_mayeux_keralis_sister_helen_ancestor,1
alias,1
aliaza,1
alice_cohen_i_alice_cohen_ii,1
alice_tetch,1
alice_tetch_sister_deceased,1
alice_winters,1
alicia_baker,1
alicia_collins,1
alicia_silveria,1
alicia_turner,1
alien_alliance,1
alien_caretaker,1
alien_conqueror,1
alien_enforcer,1
alien_monster_the_squid,1
alien_origin,1
alien_warrior_phantom_zone_prisoner,1
alinta,1
alistair_lord_son,1
alix_harrower_distant_descendant,1
alixandra_ward,1
alkistis,1
alkomar,1
alkyone_deceased_wife,1
all_american_boy,1
all_father,1
all_mother,1
all_powerful_ruler_of_colu,1
all_star_squadron_formerly_justice_society_international,1
all_star_squadron_headquarters,1
all_star_squadron_justice_society,1
all_star_squadron_justice_society_of_america,1
all_star_squadron_justice_society_of_america_justice_league_of_america_white_lantern_corps_black_lantern_corps,1
all_star_squadron_shadow_fighters_justice_league_of_america_formerly_justice_society_international,1
all_star_squadron_the_bombardiers_freedom_fighters,1
all_star_squadron_young_all_stars,1
all_star_squadron_young_all_stars_democratic_party_united_states_senate,1
all_the_other_bizarros_on_htrae,1
all_yang,1
all_yang_twin_brother,1
allan_heinberg_terry_dodson,1
allegra,1
allegra_garcia_cousin,1
allegra_garcia_daughter,1
allen_adams_see_notes_john_adam_see_notes_nathaniel_christopher_adam_see_notes,1
allen_family,1
alley_kat_abra,1
allie_langford,1
allied_perpetrators_of_evil,1
alligator,1
allirog,1
allison_sanders,1
allura_sister,1
allure_botier,1
ally_of_buzzword,1
ally_of_doctor_tzin_tzin,1
ally_of_post_mortem,1
ally_of_the_dominators,1
ally_of_the_justice_league_unlimited,1
ally_of_the_legion_of_super_heroes,1
ally_of_the_wonder_twins_ally_of_the_super_friends,1
almeracian_royal_family_formerly_crucible_academy,1
almeracians,1
alonzo_malrey,1
alpha_lantern_corps,1
alpha_lantern_corps_green_lantern_corps,1
alpha_lantern_corps_green_lantern_corps_blood_sisters_of_bellatrix,1
alpha_lantern_green_lantern,1
alpha_lantern_green_lantern_warrior_mercenary,1
alpha_lanterns_alpha_corps,1
alpha_leader_black_king_lord_havok,1
alpha_the_experimental_man,1
alpheus,1
alphina,1
alphonse_luzano,1
alstair,1
altana,1
alter,1
alter_ego,1
alternating_between_hudson_new_york_and_castle_amethyst_gemworld,1
althesia,1
although_martians_are_characteristically_humanoid_in_appearance_their_natural_metamorph_abilities_allows_them_to_assume_any_shape_they_desire,1
although_they_can_assume_any_shape_in_regular_form_they_are_green_and_though_they_are_still_humanoid_their_body_structure_is_different_from_that_of_a_humans,1
alton_carver,1
altrosian,1
aluminum,1
alura_in_ze_mother_deceased_zor_el_father_deceased_superman_cousin_superboy_first_cousin_once_removed,1
alura_in_ze_mother_zor_el_father_clark_kent_cousin_jonathan_kent_adoptive_uncle_martha_kent_adoptive_aunt,1
alura_in_ze_wife_deceased_kara_zor_el_daughter_jor_el_brother_deceased_lara_lor_van_sister_in_law_deceased_kal_el_nephew,1
alura_in_ze_wife_kara_zor_el_daughter_kal_el_nephew,1
alura_wife_kara_zor_el_daughter,1
alura_zor_el_mother_deceased_jor_el_uncle_deceased_kal_el_cousin_jeremiah_danvers_adoptive_father_eliza_danvers_adoptive_mother,1
alva_technologies_formerly_system_indigo_cell_coalition,1
alvin_bundy,1
alvin_burgson_molder,1
alvin_pierce_father_deceased_leona_pierce_mother_deceased_lynn_stewart_wife_divorced_anissa_pierce_daughter_jennifer_pierce_daughter_connie_pierce_sister_alvin_pierce_nephew_joanna_tanner_niece_deceased_pierce_family,1
alvin_pierce_father_deceased_lynn_stewart_ex_wife_anissa_pierce_daughter_jennifer_pierce_daughter_tyson_sykes_great_uncle,1
alvin_rusch_father,1
alvin_rusch_father_sylvie_mother,1
alya_surname_unknown,1
am_lie_wife_pre_crisis_luca_son_pre_crisis,1
amadonna,1
amadusian,1
amalak,1
amalgam,1
amalgamax,1
aman_nephew,1
amanda_conner_jimmy_palmiotti_chad_hardin,1
amanda_conner_jimmy_palmiotti_chad_hardin_john_timms,1
amanda_conner_jimmy_palmiotti_emanuela_lupacchino,1
amanda_deibert_daniel_sampere,1
amanda_reed,1
amanda_spence,1
amanda_spence_creator_tana_moon_dna_template_impulse_dna_template,1
amanda_spence_creator_unnamed_donor_dna_template_superboy_dna_template,1
amanda_spence_creator_unnamed_donor_dna_template_wonder_girl_dna_template_superboy_dna_template,1
amanda_waller_mother_1_joseph_waller_jr_brother_deceased_damita_waller_sister_deceased_coretta_waller_sister_martin_waller_brother_jessie_waller_brother_claudia_patterson_sister_darmita_niece,1
amandine_de_molay,1
amanikable,1
amanita,1
amateur_film_director,1
amaya_jiwe,1
amaya_jiwe_grandmother_esi_mother_richard_jiwe_father_chuck_mccabe_foster_father_patty_mccabe_foster_mother_kuasa_sister,1
amaya_jiwe_mother_mari_mccabe_daughter_kuasa_daughter,1
amaz_x,1
amaze,1
amazing_woman,1
amazo_creation_son_tomorrow_woman_daughter_kid_amazo_grandson,1
amazo_father_sara_shapiro_mother_professor_ivo_grandfather_creator,1
amazon_brazilian,1
amazon_british,1
amazon_human_hybrid,1
amazon_island,1
amazon_oracle,1
amazon_rainforest,1
amazon_rainforest_1_and_s_o_paulo_2_brazil_hall_of_justice_washington_d_c,1
amazon_rainforest_brazil,1
amazon_rainforest_brazil_1,1
amazon_rainforest_brazil_2_hidden_outposts_3,1
amazon_technology,1
amazonia_formerly_dherain,1
amazonia_holliday_college_washington_d_c,1
amazonia_kera_island,1
amazonian_amazons_amazons_of_atalanta_daughters_of_atalanta_1,1
amazonian_assassin,1
amazons_formerly_nazi_party,1
amazons_formerly_the_san_francisco_police_department,1
amazons_hellenders_formerly_purge_1_justice_league_international_linear_men_2,1
amazons_justice_society_of_america_all_star_squadron_united_states_army_daily_globe,1
amazons_of_amazonia_harmonia_city_31st_c_1,1
amazons_of_amazonia_harmonia_s_council_of_presidents_formerly_nazi_party,1
amazons_of_bana_mighdall_egyptian_goddess_maat_formerly_amazons_of_themyscira,1
amazons_of_elysium_formerly_justice_league,1
amazons_of_heaven,1
amazons_of_paradise_island_formerly,1
amazons_of_paradise_island_formerly_justice_league,1
amazons_of_paradise_island_formerly_sky_riders,1
amazons_of_paradise_island_wonder_woman_family,1
amazons_of_paradise_islandformerly_justice_society_of_america,1
amazons_of_the_amazon_justice_league,1
amazons_of_the_themysciran_empire,1
amazons_of_themyscira_amazons_of_amazonia_oiorpata_1_sisters_of_blood_and_shield_1,1
amazons_of_themyscira_amazons_of_bana_mighdall,1
amazons_of_themyscira_ares,1
amazons_of_themyscira_formely_the_team,1
amazons_of_themyscira_formerly_justice_league_justice_league_dark_justice_society_of_america_star_sapphire_corps_female_furies_sinestro_corps_gods_of_olympus_justice_league_team_wonder_lords_of_chaos,1
amazons_of_themyscira_formerly_the_anti_living,1
amazons_of_themyscira_formerly_the_communist_party,1
amazons_of_themyscira_formerly_villainy_inc,1
amazons_of_themyscira_hades,1
amazons_of_themyscira_justice_league_of_america,1
amazons_of_themyscira_justice_league_titans_teen_titans,1
amazons_of_themyscira_the_anti_living,1
amazons_of_themyscira_the_circle,1
amazons_of_themysciraformerly_titans,1
amazons_of_venus_justice_legion_alpha,1
ambassador_guardian_angel,1
amber_butane,1
amber_joyce,1
amber_last_name_unknown,1
amber_leigh_leroux,1
amber_purple,1
ambrose,1
ambrose_caliburn,1
ambush_bugs,1
amelinda_lopez,1
amen_ammon_amon_amun_re,1
america,1
american_1,1
american_amazon,1
american_azarathian,1
american_british_german,1
american_citation_needed,1
american_cooperative,1
american_crusader,1
american_greek,1
american_japanese,1
american_kryptonian,1
american_mexican,1
american_midwest_and_florida_on_earth_ad,1
american_russian,1
american_scream,1
american_security_agency,1
american_superman,1
american_tibetan,1
american_way,1
american_western_frontier,1
american_xebelian,1
americommando,1
amethyst_daughter_lady_mordiel_sister,1
amethyst_s_mount,1
amethyst_spiritual_daughter,1
amina_franklin_sister,1
amish_community_of_hammond_s_dell,1
amistad_ervin_son,1
amity_arkham,1
ammon_ra,1
amnesty_bay_atlantis_formerly_xebel,1
amnesty_bay_earth_formerly_gotham_city_earth_11,1
amnesty_bay_formerly_atlantis_secret_sea,1
amnesty_bay_formerly_titans_tower_san_francisco_new_mexico,1
amnesty_bay_hall_of_justice_washington_d_c,1
amnon_david_silverstein,1
amoeba,1
amoeba_man,1
amok,1
amon_sur_son_deceased_arin_sur_sister_deceased_thaal_sinestro_brother_in_law_soranik_natu_niece,1
amos_aimes,1
amos_asplin_adoptive_father_deceased_minnie_asplin_adoptive_mother_deceased_shondra_kinsolving_adoptive_sister,1
amos_asplin_adoptive_father_minnie_asplin_adoptive_mother_benjamin_asplin_adoptive_brother,1
amos_monroe,1
ampa_nnn_arkillo_bedovian_borialosaurus_braach_despotellis_devildog_lyssa_drak_flayt_haasp_the_hunter_karu_sil_kiriazis_kretch_kryb_low_maash_malia_mallow_the_manhunters_moose_murr_the_melting_man_parallax_ranx_the_sentient_city_schlagg_man_scivor_seer_ruggle_setag_retss_feena_sik_sirket_slushh_smithwick_sn_hoj_snap_trap_stanch_tekik_thaal_sinestro_tri_eye,1
amparo_cardenas,1
amparo_cardenas_mother_terry_magnus_twin_brother,1
amphibious,1
amphitrite,1
amulet_of_anubis,1
amulet_of_anubis_helmet_of_nabu_formerly_egypt_mesopotamia,1
amulet_of_hatchupsetair_totem,1
amun,1
amunet_black_ex_wife,1
amunet_black_formerly,1
amusement_mile_gotham_city,1
amy_allen,1
amy_chu_robson_rocha_julio_ferreira_ethan_van_sciver,1
amy_palmer_sister_mr_mrs_palmer_parents,1
amy_reeder,1
amy_smooster,1
amy_sue_allen,1
amy_wolfram_michael_chang,1
an_abandoned_slaughterhouse_in_soho_new_york_city,1
an_interstellar_mining_company,1
an_interstellar_pirate_empire,1
an_unidentified_agency_of_the_u_s_government_ally_of_hardware_while_undercover_cornelius_inc_proxy_the_coalition_formerly_star_chamber_blood_syndicate_holocaust_incarnation,1
an_unnamed_nephew_1,1
ana_s_arcane_mother_deceased_josip_arcane_father_deceased_aniela_arcane_sister_gregori_arcane_brother_deceased_hans_von_hammer_mother_s_cousin_deceased_abigail_arcane_niece_tef_holland_great_niece_alec_holland_niece_s_husband_matthew_cable_niece_s_husband,1
ana_s_arcane_mother_deceased_josip_arcane_father_deceased_anton_arcane_brother_aniela_arcane_sister_abigail_arcane_daughter_matthew_cable_son_in_law_removed_alec_holland_son_in_law_tef_holland_grand_daughter_hans_von_hammer_mother_s_first_cousin_deceased,1
ana_von_furth,1
ana_von_furth_sister,1
anachronos,1
anaea,1
anahid,1
anapel,1
anarchist,1
anarchist_serial_killer_former_psychiatrist_university_professor,1
anastasia_force,1
anastasio_corvo,1
anathema,1
anatoli_vasilavitch_knyazev,1
anatomically_wrong_body_systems,1
anaya,1
anchoress,1
anchorman_and_former_associate_producer_for_wgbs_news_reporter_for_the_daily_planet_former_officer_in_the_united_states_army_honorably_discharged,1
ancient_egypt,1
ancient_egypt_formerly_rock_of_eternity,1
ancient_one,1
ancient_protector_of_atlantis,1
andar_nal_grandfather_andar_pul_great_uncle_fel_andar_father_naomi_o_neill_grandmother_sharon_parker_mother_deceased,1
andar_pul,1
andar_pul_father_shayera_thal_mother_deceased_thal_porvis_maternal_grandfather_hyanthis_maternal_grandmother,1
andi_donen_lois_white_superwoman,1
andonis_bal,1
andonis_bal_husband_deceased,1
andraste_subject_13_reanimate_test_case_13,1
andre_lebeauvier,1
andre_leblanc,1
andre_twist,1
andrea_martinez,1
andrei_dhumov_brother,1
andrej_trojan,1
andrew_bryant,1
andrew_franklin,1
andrew_helm,1
andrew_jones_andy_jones_andrea_jones_angel_of_love,1
andrew_kreisberg_marc_guggenheim_greg_berlanti,1
andrew_mcfee,1
andrew_meda,1
andrew_nolan_ferro_brother_nancy_nolan_mother_doc_3_caretaker,1
andrew_pulaski,1
andrew_pulaski_domestic_partner_1,1
andrew_pulaski_husband,1
andrew_revell_father,1
andrew_van_horn,1
andrew_wheeler_luciano_vecchio,1
andrew_zagarian_creator,1
andrez_brother_deceased,1
andrina_andy_curry,1
andrina_curry_1,1
android_robot,1
andromeda_ernie_karen_starr_supergirl_ursa_nightwing,1
andy_curry,1
andy_diggle_leonardo_manco,1
andy_lanning_ron_marz_howard_porter,1
andy_lanning_ron_marz_jes_s_merino,1
angel_demons,1
angel_fish,1
angel_leader_of_the_brujer_a,1
angel_love,1
angel_love_creator,1
angel_o_day,1
angel_o_day_formerly_a_r_g_u_s_menagerie,1
angel_of_silence,1
angel_of_silence_archangel_of_heaven_co_ruler_of_hell_formerly,1
angel_of_vengeance,1
angel_of_vengeance_wrath_of_god_justice_of_the_lord_1,1
angel_therapist_formerly,1
angela_adam_eiling_wife_deceased_peggy_eiling_daughter_randy_eiling_son_bette_sans_souci_ex_wife_divorced_peggy_ann_sister_deceased_1,1
angela_adam_eiling_wife_deceased_peggy_eiling_step_daughter_randy_eiling_step_son,1
angela_azarath,1
angela_hawkins_grandmother_angela_hawkins_ii_mother,1
angela_kim_sister_deceased_unidentified_parents,1
angela_lupus_sister,1
angela_margolin_fianc_e,1
angela_margolin_wife_deceased_barry_west_son_iris_west_daughter_jenni_ognats_cousin,1
angela_roth,1
angela_spatchcock,1
angela_wife,1
angelica_blaze,1
angelica_wallis,1
angelika_bal,1
angelika_bal_wife_deceased,1
angels,1
angels_of_death_batman_inc_order_of_purity_formerly_usmc_gcpd_three_ghosts_of_batman_the_black_glove_la_saligia,1
angels_of_death_formerly_brothers_of_the_sword,1
angelvile_texas_united_states_of_america,1
angie_spatchcock,1
angie_spica,1
angle_man_apokoliptians,1
angler,1
angora_lapin,1
angry_charlie,1
angry_wizard,1
angstrom,1
angtu_3_th_century,1
angus_mcdonough,1
angus_mcdonough_father,1
ani_men,1
anima,1
animal,1
animal_avatars_of_the_spirit_world_siblings_brother_pack_rat_brother_father_sun_father_sister_crow_sister_sister_owl_sister_snot_boy_nephew_white_buffalo_woman_sister,1
animal_girl,1
animal_man_aquaman_batman_captain_boomerang_deadman_donna_troy_firestorm_ronnie_raymond_flash_green_arrow_hal_jordan_hawkman_hawk_hawkgirl_highfather_ice_jade_kid_flash_martian_manhunter_maxwell_lord_simon_baz_sinestro_superboy_superman_osiris_professor_zoom_wonder_woman,1
animal_man_global_guardians,1
animal_man_shorts,1
animal_man_the_red,1
animals_1,1
animalville,1
animilitia_formerly,1
anissa_pierce_1_yuri_mosin_2_wylde_3,1
anissa_pierce_wife,1
anita_fite,1
anita_paternal_grandmother_erika_manson_mother_marcos_maez_father_anita_maez_sister_jonathan_osterman_adoptive_father_deceased_laurie_dreiberg_current_adoptive_mother_daniel_dreiberg_current_adoptive_father_sally_dreiberg_adoptive_sister,1
anita_soulfeeda_soulsinger,1
ankara_turkey,1
ann_nocenti_rafa_sandoval,1
ann_nocenti_scott_mcdaniel_rafa_sandoval,1
anna_boyer_mother_david_boyer_father,1
anna_curry,1
anna_erdel_niece,1
anna_fortune,1
anna_leckter_daughter_deceased_jack_leckter_son_deceased,1
anna_marie_borgia,1
annabeth_annie_chamberlain,1
annataz,1
annataz_arataz,1
anne_collins_carey_wilber,1
anne_fletcher,1
anne_marie_flynn,1
annette_de_pyrannaise,1
annie_aunt_henry_uncle,1
annie_chamberlain,1
annie_creation,1
annie_fletcher,1
annie_january,1
annihilation_brigade,1
annihilator_grandfather_annihilator_jr_father,1
annihilator_jr_adopted_son,1
anointed_one,1
anomaly_creator,1
anomaly_formerly_s_t_a_r_labs,1
ant_farm,1
ant_man,1
antarctica_paradise_island_formerly,1
antennae_boy,1
antennae_mouthless,1
antennas,1
anthem_formerly_the_americans,1
anthony_ives,1
anthony_ives_creator,1
anthony_ivo,1
anthony_ivo_creator,1
anthony_j_masters_o_ryan,1
anthony_last_name_unknown,1
anthony_monetti_father_mrs_monetti_mother,1
anthony_romulus,1
anthony_tony_gambi,1
anthony_tony_woodward,1
anthony_woodward,1
anthro_morty,1
anthropologist,1
anti,1
anti_fate,1
anti_god_1_the_destroyer_2,1
anti_justice_league,1
anti_living_formerly_batman_family_justice_league_of_america,1
anti_living_formerly_justice_league,1
anti_living_formerly_justice_league_of_america,1
anti_living_formerly_justice_league_of_america_aquaman_family,1
anti_living_formerly_justice_league_of_america_green_lantern_corps,1
anti_living_formerly_project_cadmus_justice_league,1
anti_livingjustice_league,1
anti_man,1
anti_matter_lantern_1_qwa_man_2_qwa_matter_lantern_3_sector_dictator_2814_4,1
anti_matter_man,1
anti_meta_human_adaptive_zootomic_organism,1
anti_monitor_brother,1
anti_monitor_bur_gunza_cyborg_superman_duel_eknham_enkafos_fatality_gleen_gorgor_horku_imecsub_hal_jordan_meershom_mongul_narok_parallax_kyle_rayner_romat_ru_scarecrow_starro_superman_prime_amon_sur_ugg_i_wick,1
anti_monitor_darkseid,1
anti_superman_army,1
anti_superman_army_cometeers,1
anti_superman_army_phantom_zoners,1
antibiotic_man,1
antimache,1
antimatter_universe_batman_the_brave_and_the_bold_tv_series_arrowverse,1
antimatter_universe_sixth_dimension,1
antinus,1
antiope_sister_deceased_diana_daughter,1
antiope_sister_diana_daughter,1
antipathy,1
antiquities_dealer_museum_curator_vigilante,1
anton_arcane_uncle_william_arcane_half_brother,1
anton_geist,1
anton_hastor_hastor_mistress_of_magic,1
anton_unreal,1
antonio_diego,1
anu,1
anunnaki,1
anunnaki_babylonia,1
anunnaki_canaan,1
anya_mate_deceased,1
anya_unknown_relation_carmilla_great_aunt_janos_uncle_scorzenobia_ancestor_unnamed_father,1
apache_chief,1
ape_would_be_world_conquerer,1
apes,1
apex_lex_black_manta,1
apex_predator,1
aphrodite_mother_ares_father_harmonia_sister_phobos_deimos_brothers_lyta_hippolyta_1_half_sisters_lycus_half_brother,1
aphrodite_mother_eros_brother,1
aphrodite_mother_harmonia_sister,1
aphrodite_s_world,1
aphrodite_s_world_as_a_prisoner_formerly_washington_d_c,1
apokolips_formerly,1
apokolips_formerly_supertown_justice_league_watchtower,1
apokolips_formerly_warworld,1
apokolips_orphanage,1
apokolips_sector_zero,1
apokolips_sidekick_city,1
apokoliptian_genesisian,1
apokoliptian_gladiator,1
apokoliptian_god_of_the_hunt_pursuit,1
apokoliptian_scientists,1
apollo_brother,1
apollo_fates,1
apollo_husband_jenny_quarx_adopted_daughter,1
apollo_not_oficially,1
apollo_the_transcendent_man,1
apollon,1
apollyon,1
apollyon_the_destroyer_the_dark_destroyer,1
aponia,1
apothecary,1
appa_ali_apsa_ganthet_krona_sayd_scar,1
appex,1
approximately_12_15_lbs,1
april_marigold,1
apros,1
apurna_chawney,1
apurna_chawney_sister_harry_chawney_brother,1
aqua_girl,1
aqua_girl_alternative_spelling,1
aqua_man_aqua_man_of_north_korea,1
aqua_mariner,1
aquabeast,1
aquaborg,1
aquaboy,1
aquaduck,1
aqualad_black_manta_doctor_fate,1
aqualad_d_j,1
aqualad_garth_of_atlantis,1
aqualass_1,1
aquaman_ancestor,1
aquaman_family_atlantean_royal_family,1
aquaman_family_atlantean_royal_family_1_formerly_sentinels_of_magic_teen_titans_justice_league,1
aquaman_family_formerly_black_lantern_corps_forgotten_heroes_justice_league_task_force,1
aquaman_family_formerly_red_lantern_corps,1
aquaman_family_formerly_the_drift,1
aquaman_family_formerly_the_drift_titans_teen_titans_silent_school,1
aquaman_family_formerly_titans_east,1
aquaman_family_justice_league_1_young_justice_formerly_teen_titans,1
aquaman_family_justice_league_atlantean_royal_family_formerly_justice_league_united_the_others,1
aquaman_family_justice_league_the_others_atlantean_royal_family,1
aquaman_family_super_friends_united_nations_formerly_batman_family,1
aquaman_family_super_pets,1
aquaman_family_tiny_titans,1
aquaman_family_titans_titans_army,1
aquaman_family_underwater_titans,1
aquaman_half_brother,1
aquaman_husband,1
aquaman_husband_aquababy_son_deceased_a_j_son_hila_twin_sister,1
aquaman_husband_arthur_jr_son_atlanna_mother_in_law_orm_brother_in_law,1
aquaman_husband_artur_son,1
aquaman_husband_deceased_arthur_son_mareena_daughter_orm_brother_in_law,1
aquaman_husband_ocean_master_half_brother_in_law,1
aquaman_mera_extriax_justice_league_the_drift_atlan,1
aquaman_orin_arthur_curry_father_mera_mother_koryak_half_brother_a_j_brother_atlan_grandfather_tom_curry_adoptive_grandfather_deceased_orm_marius_uncle_kordax_ancestor_deceased_arthur_joseph_curry_adoptive_cousin,1
aquaman_son_orm_son_arthur_jr_grandson_mera_daughter_in_law,1
aquaman_teen_titans,1
aquamandrill,1
aquamandrill_of_apelantis,1
aquamaria,1
aquan,1
aquawoman_dead_water_queen_mera,1
ar_n_o_q,1
arabella_del_toro_wife_eduardo_del_toro_jr_son_deceased_leto_del_toro_son_deceased_risa_del_toro_daughter_danny_del_toro_grandson_victor_sanchez_nephew,1
arabian_fables,1
arachne,1
arachnid,1
arachnoid,1
arak_erik_red_hand,1
arak_wind_walker,1
arani_caulder_wife_deceased,1
