character,universe,marital_status,gender
prohl_gosgotha,new_earth,single,male
pyra,earth_ad,single,female
qi_qi,new_earth,single,male
queen_eve,earth_two,single,female
querl_dox,earth_prime,engaged,male
querl_dox,future_state,single,male
querl_dox,legion_of_super_heroes_tv_series,single,male
querl_dox,post_zero_hour,single,male
querl_dox,pre_zero_hour,single,male
quislet,pre_zero_hour,single,genderless
raga,prime_earth,single,male
ranakar,new_earth,single,male
ratchet,new_earth,single,male
rath,justice_league_action,single,male
reep_daggle,earth_prime,single,male
rees_van,new_earth,single,male
reign,prime_earth,single,female
reno_bryce,wildstorm_universe,single,male
rex_stewart,dcau,single,male
rokk,earth_one,single,male
rokk_krinn,batman_1966_tv_series,single,male
rokk_krinn,dcau,single,male
rokk_krinn,earth_149,single,male
rokk_krinn,earth_172,single,male
rokk_krinn,earth_prime,single,male
rokk_krinn,post_rebirth,single,male
rokk_krinn,post_zero_hour,single,male
rokk_krinn,pre_zero_hour,single,male
rol_purtha,earth_prime,single,male
rot_lop_fan,new_earth,single,male
rrara,earth_one,single,female
salden,just_imagine,widowed,male
salu_digby,dcau,single,female
salu_digby,legion_of_super_heroes_tv_series,single,female
salu_digby,pre_zero_hour,single,female
sandy_anderson,post_zero_hour,single,female
sara_lance,arrowverse,single,female
sayd,new_earth,single,female
sazu,new_earth,single,female
sebaeos,wildstorm_universe,single,male
sendrina,new_earth,single,female
shagrek,pre_zero_hour,single,male
sheko,prime_earth,single,female
shepherd_ii,prime_earth,single,male
silvou_durgo,pre_zero_hour,married,female
sirius,new_earth,single,male
skallox,new_earth,single,male
skorch,prime_earth,single,female
skwaul,new_earth,single,male
sn_hoj,new_earth,single,NA
sodam_yat,prime_earth,single,male
sorban,earth_one,single,male
splyce,prime_earth,single,female
spol,dcau,single,male
starbreaker,new_earth,single,male
starfire,new_earth,single,female
stel,new_earth,single,male
su_lehmon,new_earth,single,female
subjekt_17,new_earth,single,male
susan_maguire,dcau,married,female
syl_khee,prime_earth,single,male
symon_terrynce,new_earth,single,male
tail_terrier,krypto_the_superdog,single,male
takehiko,new_earth,single,male
tal_obrin,pre_zero_hour,single,male
tara_markov,team_titans,single,female
tara_markov,titans_tomorrow,single,female
taren,new_earth,single,male
tasmia_mallor,batman_1966_tv_series,single,female
tasmia_mallor,post_zero_hour,single,female
tempus_fuginaut,prime_earth,single,male
thaal_sinestro,futures_end,widowed,male
tharok,scooby_doo_team_up,single,male
theodoric,new_earth,single,male
thom_kallor,batman_1966_tv_series,single,male
thomas_keith,earth_one,single,male
thwarcharchura,new_earth,married,female
ti_julk_mr_asz,dcau,single,male
time_monster,earth_two,single,male
tinya_wazzo,dcau,single,female
tinya_wazzo,post_rebirth,single,female
tinya_wazzo,pre_zero_hour,single,female
torquemada,new_earth,widowed,male
tri_eye,new_earth,single,male
turytt,new_earth,single,male
tusky_husky,krypto_the_superdog,single,male
tyyde,prime_earth,single,female
ugg_i,new_earth,single,female
ultra,prime_earth,single,male
ultra_humanite,prime_earth,single,male
ultraa,prime_earth,single,male
ultraman,earth_43,single,male
ultraman,earth_three,single,male
uriel,new_earth,single,male
uthool,justice_league_action,single,male
vanessa_volt,prime_earth,single,female
victor_stone,new_earth,single,male
victoria_viceroy,prime_earth,single,female
vortex,new_earth,single,male
voss,new_earth,married,male
voz,new_earth,single,male
vril_dox,dc_universe_online,single,male
vril_dox,earth_5_8,single,male
vril_dox,injustice,single,male
vril_dox,scooby_doo_team_up,single,male
vril_dox,unbound,single,male
wanda,earth_9,single,female
wildstar,new_earth,single,female
wilimena_vauxhall,post_rebirth,single,female
wonder_boy,quality_universe,single,male
worldkiller_1,prime_earth,single,NA
wraith,prime_earth,single,male
xax,new_earth,single,male
xola_aq,post_rebirth,single,female
xtar,new_earth,single,male
xum,new_earth,single,male
xviar,earth_one,single,male
yrra_cynril,new_earth,single,female
yrra_cynril,prime_earth,single,female
zan,prime_earth,single,male
zazzala,dcau,single,female
zazzala,new_earth,single,female
zborra,new_earth,single,male
zeus,dc_universe_online,married,male
zeus,prime_earth,married,male
zilius_zox,new_earth,single,male
zoe_saugin,dcau,single,female
zoe_saugin,post_zero_hour,single,female
zuggernaut,new_earth,single,male
zymyr,pre_zero_hour,single,male
alloroc,new_earth,widowed,male
andrina_curry,future_state,single,female
andrina_curry,prime_earth,single,female
aquagirl,tiny_titans,single,female
aqualad,teen_titans_go_tv_series,single,male
aqualad,teen_titans_tv_series,single,male
aquaman,crisis_on_two_earths,single,male
aquaman,dc_one_million,single,male
aquaman,earth_two,single,male
arni_ajar,prime_earth,single,female
arthur_curry,dc_extended_universe,single,male
arthur_curry,dc_super_friends_web_series,single,male
arthur_curry,earth_149,single,male
arthur_curry,filmation_adventures,married,male
arthur_curry,future_state,married,male
arthur_curry,justice,married,male
arthur_curry,super_friends,married,male
arthur_curry,tiny_titans,married,male
arthur_curry,trapped_in_time,single,male
arthur_curry,where_the_light_cannot_reach,single,male
arthur_curry_sr,the_brave_and_the_bold,married,male
arthur_joseph_curry,new_earth,single,male
arthur_mckenzie,amalgam_universe,widowed,male
artur,earth_16,single,male
atlan,prime_earth,widowed,male
atlanna,dc_animated_movie_universe,widowed,female
atlanna,dc_extended_universe,widowed,female
atlanna,new_earth,married,female
barracuda,earth_8,single,male
barracuda,earth_one,single,male
bazil,new_earth,married,male
beluga_boy,earth_16,single,male
caille,prime_earth,single,female
calvin_durham,earth_16,married,male
calvin_durham,new_earth,single,male
carcharo,new_earth,single,male
charybdis,new_earth,widowed,male
clayface,harley_quinn_tv_series,single,male
cora,new_earth,married,female
coral,earth_16,single,female
david_hyde,harley_quinn_tv_series,single,male
david_hyde,prime_earth,single,male
deborah_perkins,new_earth,single,female
dolphin,earth_16,single,female
dolphus,impact,single,male
fin,prime_earth,single,male
fisherman,new_earth,single,male
frank_halloran,new_earth,single,male
garn_daanuth,new_earth,single,male
garth,earth_1,single,male
garth,earth_16,single,male
garth,earth_22,married,male
garth,new_earth,widowed,male
garth,the_brave_and_the_bold,single,male
garth,tiny_titans,single,male
gole,new_earth,single,male
guppy,prime_earth,single,male
harleen_quinzel,new_earth,single,female
hila,new_earth,single,female
jackson_hyde,future_state,single,male
jackson_hyde,prime_earth,single,male
jacqui_hyde,earth_11,single,female
jaffar,new_earth,single,male
jake_pollen,smallville,single,male
jonah_payne,prime_earth,divorced,male
kaldur_ahm,earth_16,single,male
kaldur_ahm,new_earth,single,male
karaqan,prime_earth,single,NA
karshon,dcau,single,male
karshon,new_earth,single,male
karshon,prime_earth,single,male
karshon,the_brave_and_the_bold,single,male
kim_kimura,new_earth,single,female
koryak,new_earth,single,male
kroc,tiny_titans,single,male
la_gaan,earth_16,single,male
lagoon_boy,new_earth,single,male
lagoon_boy,tiny_titans,single,male
leander,new_earth,single,male
leander_brent,new_earth,single,male
leander_brent,prime_earth,single,male
letifos,new_earth,single,female
lisa_morel,earth_one,single,female
lorena_marquez,new_earth,single,female
lorena_marquez,titans_tomorrow,single,female
lori_lemaris,earth_one,married,female
lori_lemaris,new_earth,married,female
maia,new_earth,married,female
man_o_war,new_earth,single,male
manno,earth_124_1,single,male
mareena,dcau,single,female
marlene_simmonds,new_earth,single,female
marlene_simmonds,prime_earth,single,female
mer_mite,earth_124_1,single,male
mera,ame_comi,single,female
mera,dc_extended_universe,single,female
mera,dc_super_hero_girls,single,female
mera,dc_universe_online,married,female
mera,dcau,married,female
mera,earth_16,married,female
mera,flashpoint_paradox,married,female
mera,flashpoint_timeline,married,female
mera,future_state,married,female
mera,futures_end,single,female
mera,justice,married,female
mera,lego_batman,married,female
mera,prime_earth,married,female
mera,smallville,married,female
mera,the_brave_and_the_bold,married,female
mera,the_nail,married,female
mera,tiny_titans,married,female
mermaid,earth_twelve,married,female
michael_heller,wildstorm_universe,single,male
mister_who,new_earth,single,male
nanaue,dc_animated_movie_universe,single,male
nanaue,dc_universe_online,single,male
nanaue,harley_quinn_tv_series,married,male
nanaue,lego_batman,single,male
nanaue,new_earth,single,male
nanaue,prime_earth,single,male
nanaue_sha_ark,earth_16,single,male
nautica,ame_comi,single,female
nekton,new_earth,single,genderless
nina_mazursky,flashpoint_timeline,divorced,female
nina_mazursky,prime_earth,divorced,female
noble,new_earth,single,male
nuidis_vulko,earth_16,single,male
nuidis_vulko,new_earth,single,male
orin,aquaman_2_6_pilot,single,male
orin,dcau,married,male
orin,earth_16,married,male
orin,flashpoint_paradox,widowed,male
orin,flashpoint_timeline,widowed,male
orin,lego_batman,married,male
orin,lego_dc_heroes,married,male
orin,new_earth,married,male
orin,smallville,married,male
orin_i,new_earth,married,male
orm,dcau,single,male
orm_marius,earth_16,single,male
orm_marius,new_earth,single,male
peter_mortimer,prime_earth,single,male
poseidon,new_earth,married,male
pyron,new_earth,single,male
regin,new_earth,married,male
ronal,earth_16,single,male
ronno,earth_124_1,single,male
ronno,earth_one,single,male
sea_king,earth_3,single,male
sea_wolf,new_earth,single,male
selena,earth_one,married,female
sha_lain_a,earth_16,married,female
shaligo,new_earth,single,male
sharkeeta,earth_two,single,female
slig,new_earth,single,male
slizzath,new_earth,single,male
tabitha,harley_quinn_tv_series,married,female
tangaroa,prime_earth,single,male
thanatos,new_earth,single,male
thesily,new_earth,single,male
topo,earth_16,single,male
trench_king,prime_earth,widowed,male
trench_queen,prime_earth,married,female
trevis,new_earth,married,male
trok,new_earth,single,male
tula,earth_16,single,female
ulla_paske,new_earth,single,female
victor_bragg,new_earth,single,male
virginia_true,earth_two,single,female
waylon_jones,arkhamverse,single,male
waylon_jones,dc_animated_movie_universe,single,male
wyynde,earth_16,single,male
a_m_a_z_o,arrowverse,single,male
agantha,new_earth,single,female
amazo,dcau,single,NA
amazo,earth_5_8,single,male
amazo,injustice,single,male
amazo,justice_league_action,single,male
amazo,new_earth,single,male
amazo,prime_earth,single,male
astounding_man,earth_one,married,male
atlas,teen_titans_tv_series,single,male
aya,green_lantern_animated_series,single,female
biff,justice_league_action,single,male
brainiac,brainiac_attacks,single,male
brainiac,dcau,single,male
brainiac,filmation_adventures,single,male
brainiac,legion_of_super_heroes_tv_series,single,male
brainiac,super_friends,single,male
brainiac_8,prime_earth,single,female
brat,justice_league_action,single,male
chemo,metal_men_shorts,single,male
dad,justice_league_action,single,male
dad,last_christmas,single,male
eradicator,booster_shot_future,single,male
eradicator,dc_animated_movie_universe,single,male
eradicator_ii,prime_earth,single,male
extremo,vibe_shorts,single,male
grid,injustice,single,genderless
iron,metal_men_shorts,single,male
iron,new_earth,single,male
j_a_k_e,prime_earth,single,male
j_a_k_e_ii,flashpoint_timeline,single,male
mercury,metal_men_shorts,single,male
mercury,new_earth,single,male
mom,justice_league_action,single,female
platinum,metal_men_shorts,single,female
platinum,new_earth,single,female
platinum_man,new_earth,single,male
puzzler,prime_earth,single,male
red_inferno,earth_16,single,female
red_torpedo,earth_16,single,male
red_torpedo,new_earth,single,female
red_volcano,earth_16,single,male
red_volcano,new_earth,single,male
roxy,new_earth,single,female
sis,justice_league_action,single,female
tin,metal_men_shorts,single,male
tin,new_earth,widowed,male
vixen,lois_clark,single,female
vril_dox,earth_167,single,male
vril_dox,earth_one,single,male
wonder_woman_robot,wonder_woman_tv_series,single,female
abaddon,new_earth,single,male
arthur_curry,tidebreaker,single,male
atlanna,prime_earth,widowed,female
barbara_minerva,new_earth,single,female
bast,new_earth,married,female
bedbug,new_earth,single,male
bernhard_baker,prime_earth,married,male
bumblebee,teen_titans_go_tv_series,single,female
dianne_grayton,quality_universe,single,female
fauna_faust,new_earth,single,female
gorilla_grodd,new_earth,separated,male
irene_janus,wonder_woman_tv_series,single,female
jayden_revell,prime_earth,single,male
jungle_king,pre_zero_hour,single,male
lagoon_boy,prime_earth,single,male
manitou_raven,new_earth,married,male
martin_berger,dakotaverse,single,male
michael_maxwell,new_earth,single,male
michael_maxwell,the_brave_and_the_bold,engaged,male
mouse_man,earth_one,single,male
otis_flannegan,new_earth,single,male
pamela,new_earth,single,female
pamela,superman_vs_the_elite,single,female
sac,new_earth,single,male
sasha_woodman,smallville,single,female
swarm,dakotaverse,single,female
tannarak,new_earth,single,male
tashenubaste,new_earth,single,female
tef_holland,new_earth,single,female
tina_kalkstein,dakotaverse,single,female
tzin_tzin,new_earth,single,male
ultra_humanite,new_earth,single,NA
vincent_harley,earth_four,single,male
aerie,dceased,single,non_binary
aerie,prime_earth,single,non_binary
alexia_santos,futures_end,single,female
andrea_thomas,earth_s,single,female
andrea_thomas,shazam_isis_hour,single,female
artemis_goddess_of_the_hunt,new_earth,single,female
arthur_curry,justice_league_action,single,male
clytemnestra,prime_earth,single,female
coyote_old_man,ghostdancing,single,male
diana_of_paradise_island,wonder_woman_tv_series,single,female
diana_prince,wonder_woman_1974_movie,single,female
dominic_mndawe,prime_earth,single,male
garfield_logan,new_earth,single,male
garfield_logan,tiny_titans,single,male
jerry_noble,quality_universe,single,male
kai,new_earth,single,male
kirk_langstrom,prime_earth,separated,male
liam_mendoza,wildstorm_universe,single,male
marcus_tiberius,new_earth,single,male
mari_mccabe,arrowverse,single,female
mera,dc_bombshells,widowed,female
morgaine_le_fey,prime_earth,single,female
neptune_perkins,new_earth,divorced,male
norda_cantrell,new_earth,single,male
oenone,new_earth,single,female
patrick_fitz,dcau,single,male
phoebus_apollo,new_earth,single,male
rima,earth_one,single,female
